"","year","momed","sphere","variable","val","prop","prop_low","prop_upp"
"541",1992,"COMPLETED COLLEGE","Family","hdecide","Conventional",0.269338304102434,0.228235891394846,0.310440716810022
"542",1992,"COMPLETED COLLEGE","Family","hdecide","Feminist",0.730661695897566,0.689559283189978,0.771764108605154
"543",1992,"COMPLETED COLLEGE","Family","home","Conventional",0.377077865901843,0.333495866558521,0.420659865245166
"544",1992,"COMPLETED COLLEGE","Family","home","Feminist",0.622922134098157,0.579340134754834,0.666504133441479
"545",1993,"LESS THAN HIGH SCHOOL","Public","jobopp","Conventional",0.112573099551522,0.064098256096729,0.161047943006315
"546",1993,"LESS THAN HIGH SCHOOL","Public","jobopp","Feminist",0.887426900448478,0.838952056993685,0.935901743903271
"547",1993,"LESS THAN HIGH SCHOOL","Public","lead","Conventional",0.122807017085221,0.0696879247959974,0.175926109374445
"548",1993,"LESS THAN HIGH SCHOOL","Public","lead","Feminist",0.877192982914779,0.824073890625555,0.930312075204003
"549",1993,"LESS THAN HIGH SCHOOL","Family","hdecide","Conventional",0.401324503985005,0.315254874983,0.487394132987011
"550",1993,"LESS THAN HIGH SCHOOL","Family","hdecide","Feminist",0.598675496014995,0.512605867012989,0.684745125017
"551",1993,"LESS THAN HIGH SCHOOL","Family","home","Conventional",0.422514620549341,0.343821761838135,0.501207479260546
"552",1993,"LESS THAN HIGH SCHOOL","Family","home","Feminist",0.577485379450659,0.498792520739454,0.656178238161865
"553",1993,"COMPLETED HIGH SCHOOL","Public","jobopp","Conventional",0.122660294809215,0.0885890955468309,0.156731494071599
"554",1993,"COMPLETED HIGH SCHOOL","Public","jobopp","Feminist",0.877339705190785,0.843268505928402,0.911410904453169
"555",1993,"COMPLETED HIGH SCHOOL","Public","lead","Conventional",0.0804460377231084,0.0527121196973441,0.108179955748873
"556",1993,"COMPLETED HIGH SCHOOL","Public","lead","Feminist",0.919553962276892,0.891820044251127,0.947287880302656
"557",1993,"COMPLETED HIGH SCHOOL","Family","hdecide","Conventional",0.283298969152913,0.244773743133616,0.321824195172211
"558",1993,"COMPLETED HIGH SCHOOL","Family","hdecide","Feminist",0.716701030847087,0.678175804827789,0.755226256866384
"559",1993,"COMPLETED HIGH SCHOOL","Family","home","Conventional",0.404221426365346,0.36019816340888,0.448244689321812
"560",1993,"COMPLETED HIGH SCHOOL","Family","home","Feminist",0.595778573634654,0.551755310678188,0.639801836591121
"561",1993,"SOME COLLEGE","Public","jobopp","Conventional",0.110687022648469,0.0777549150062579,0.143619130290681
"562",1993,"SOME COLLEGE","Public","jobopp","Feminist",0.88931297735153,0.856380869709319,0.922245084993742
"563",1993,"SOME COLLEGE","Public","lead","Conventional",0.082697201008003,0.0518528235041644,0.113541578511842
"564",1993,"SOME COLLEGE","Public","lead","Feminist",0.917302798991997,0.886458421488158,0.948147176495836
"565",1993,"SOME COLLEGE","Family","hdecide","Conventional",0.304755944657447,0.255468066410465,0.354043822904429
"566",1993,"SOME COLLEGE","Family","hdecide","Feminist",0.695244055342553,0.645956177095571,0.744531933589535
"567",1993,"SOME COLLEGE","Family","home","Conventional",0.407124681934164,0.356569953168882,0.457679410699446
"568",1993,"SOME COLLEGE","Family","home","Feminist",0.592875318065836,0.542320589300554,0.643430046831118
"569",1993,"COMPLETED COLLEGE","Public","jobopp","Conventional",0.0954728822211044,0.0682442935170343,0.122701470925174
"570",1993,"COMPLETED COLLEGE","Public","jobopp","Feminist",0.904527117778896,0.877298529074826,0.931755706482966
"571",1993,"COMPLETED COLLEGE","Public","lead","Conventional",0.0748543255365991,0.0466824562282071,0.103026194844991
"572",1993,"COMPLETED COLLEGE","Public","lead","Feminist",0.925145674463401,0.896973805155009,0.953317543771793
"573",1993,"COMPLETED COLLEGE","Family","hdecide","Conventional",0.262316910851377,0.222760240458914,0.30187358124384
"574",1993,"COMPLETED COLLEGE","Family","hdecide","Feminist",0.737683089148623,0.69812641875616,0.777239759541086
"575",1993,"COMPLETED COLLEGE","Family","home","Conventional",0.395786643117594,0.350697272856715,0.440876013378473
"576",1993,"COMPLETED COLLEGE","Family","home","Feminist",0.604213356882406,0.559123986621527,0.649302727143285
"577",1994,"LESS THAN HIGH SCHOOL","Public","jobopp","Conventional",0.144781145566107,0.081918163454927,0.207644127677287
"578",1994,"LESS THAN HIGH SCHOOL","Public","jobopp","Feminist",0.855218854433893,0.792355872322713,0.918081836545073
"579",1994,"LESS THAN HIGH SCHOOL","Public","lead","Conventional",0.132996632694811,0.0679728778887319,0.19802038750089
"580",1994,"LESS THAN HIGH SCHOOL","Public","lead","Feminist",0.867003367305189,0.80197961249911,0.932027122111268
"581",1994,"LESS THAN HIGH SCHOOL","Family","hdecide","Conventional",0.281859069640366,0.204588813436257,0.359129325844475
"582",1994,"LESS THAN HIGH SCHOOL","Family","hdecide","Feminist",0.718140930359634,0.640870674155525,0.795411186563743
"583",1994,"LESS THAN HIGH SCHOOL","Family","home","Conventional",0.523569021059847,0.437683936489059,0.609454105630636
"584",1994,"LESS THAN HIGH SCHOOL","Family","home","Feminist",0.476430978940153,0.390545894369364,0.562316063510941
"585",1994,"COMPLETED HIGH SCHOOL","Public","jobopp","Conventional",0.147902869947328,0.113949934474611,0.181855805420044
"586",1994,"COMPLETED HIGH SCHOOL","Public","jobopp","Feminist",0.852097130052672,0.818144194579956,0.886050065525389
"587",1994,"COMPLETED HIGH SCHOOL","Public","lead","Conventional",0.0816777040596815,0.0564726307568165,0.106882777362547
"588",1994,"COMPLETED HIGH SCHOOL","Public","lead","Feminist",0.918322295940319,0.893117222637454,0.943527369243184
"589",1994,"COMPLETED HIGH SCHOOL","Family","hdecide","Conventional",0.3158359061308,0.273712986938751,0.357958825322849
"590",1994,"COMPLETED HIGH SCHOOL","Family","hdecide","Feminist",0.6841640938692,0.642041174677151,0.726287013061249
"591",1994,"COMPLETED HIGH SCHOOL","Family","home","Conventional",0.422075055401144,0.377323163592667,0.466826947209621
"592",1994,"COMPLETED HIGH SCHOOL","Family","home","Feminist",0.577924944598856,0.533173052790379,0.622676836407333
"593",1994,"SOME COLLEGE","Public","jobopp","Conventional",0.111864407329875,0.0796344900198008,0.14409432463995
"594",1994,"SOME COLLEGE","Public","jobopp","Feminist",0.888135592670125,0.85590567536005,0.920365509980199
"595",1994,"SOME COLLEGE","Public","lead","Conventional",0.0691525426395412,0.0427717589667867,0.0955333263122958
"596",1994,"SOME COLLEGE","Public","lead","Feminist",0.930847457360459,0.904466673687704,0.957228241033213
"597",1994,"SOME COLLEGE","Family","hdecide","Conventional",0.32716927351395,0.275179900727454,0.379158646300447
"598",1994,"SOME COLLEGE","Family","hdecide","Feminist",0.67283072648605,0.620841353699553,0.724820099272546
"599",1994,"SOME COLLEGE","Family","home","Conventional",0.425084744081933,0.3729587878027,0.477210700361165
"600",1994,"SOME COLLEGE","Family","home","Feminist",0.574915255918067,0.522789299638835,0.6270412121973
"601",1994,"COMPLETED COLLEGE","Public","jobopp","Conventional",0.130816505462949,0.10239403230831,0.159238978617587
"602",1994,"COMPLETED COLLEGE","Public","jobopp","Feminist",0.869183494537051,0.840761021382413,0.89760596769169
"603",1994,"COMPLETED COLLEGE","Public","lead","Conventional",0.0877963122103662,0.0637740313926154,0.111818593028117
"604",1994,"COMPLETED COLLEGE","Public","lead","Feminist",0.912203687789634,0.888181406971883,0.936225968607385
"605",1994,"COMPLETED COLLEGE","Family","hdecide","Conventional",0.257940327116442,0.218265580624647,0.297615073608237
"606",1994,"COMPLETED COLLEGE","Family","hdecide","Feminist",0.742059672883558,0.702384926391763,0.781734419375353
"607",1994,"COMPLETED COLLEGE","Family","home","Conventional",0.37928007067804,0.337842738059733,0.420717403296347
"608",1994,"COMPLETED COLLEGE","Family","home","Feminist",0.62071992932196,0.579282596703653,0.662157261940267
"609",1995,"LESS THAN HIGH SCHOOL","Public","jobopp","Conventional",0.0750407828819821,0.0355169237135639,0.1145646420504
"610",1995,"LESS THAN HIGH SCHOOL","Public","jobopp","Feminist",0.924959217118018,0.8854353579496,0.964483076286436
"611",1995,"LESS THAN HIGH SCHOOL","Public","lead","Conventional",0.0522022840540101,0.0124993063841109,0.0919052617239092
"612",1995,"LESS THAN HIGH SCHOOL","Public","lead","Feminist",0.94779771594599,0.908094738276091,0.987500693615889
"613",1995,"LESS THAN HIGH SCHOOL","Family","hdecide","Conventional",0.348717949021001,0.268681506202241,0.428754391839761
"614",1995,"LESS THAN HIGH SCHOOL","Family","hdecide","Feminist",0.651282050978999,0.571245608160239,0.731318493797759
"615",1995,"LESS THAN HIGH SCHOOL","Family","home","Conventional",0.43230016212807,0.349517201767086,0.515083122489053
"616",1995,"LESS THAN HIGH SCHOOL","Family","home","Feminist",0.56769983787193,0.484916877510947,0.650482798232914
"617",1995,"COMPLETED HIGH SCHOOL","Public","jobopp","Conventional",0.144124168630261,0.11157280112633,0.176675536134192
"618",1995,"COMPLETED HIGH SCHOOL","Public","jobopp","Feminist",0.855875831369739,0.823324463865808,0.88842719887367
"619",1995,"COMPLETED HIGH SCHOOL","Public","lead","Conventional",0.109090909241493,0.079480870168304,0.138700948314681
"620",1995,"COMPLETED HIGH SCHOOL","Public","lead","Feminist",0.890909090758507,0.861299051685319,0.920519129831696
"621",1995,"COMPLETED HIGH SCHOOL","Family","hdecide","Conventional",0.295095257205434,0.255603961115945,0.334586553294922
"622",1995,"COMPLETED HIGH SCHOOL","Family","hdecide","Feminist",0.704904742794566,0.665413446705078,0.744396038884055
"623",1995,"COMPLETED HIGH SCHOOL","Family","home","Conventional",0.470953436122671,0.426281715023655,0.515625157221686
"624",1995,"COMPLETED HIGH SCHOOL","Family","home","Feminist",0.529046563877329,0.484374842778314,0.573718284976345
"625",1995,"SOME COLLEGE","Public","jobopp","Conventional",0.0967741937731102,0.0640310855756155,0.129517301970605
"626",1995,"SOME COLLEGE","Public","jobopp","Feminist",0.90322580622689,0.870482698029395,0.935968914424385
"627",1995,"SOME COLLEGE","Public","lead","Conventional",0.0988779801126734,0.0640108603382479,0.133745099887099
"628",1995,"SOME COLLEGE","Public","lead","Feminist",0.901122019887327,0.866254900112901,0.935989139661752
"629",1995,"SOME COLLEGE","Family","hdecide","Conventional",0.325691166577138,0.27454271565523,0.376839617499046
"630",1995,"SOME COLLEGE","Family","hdecide","Feminist",0.674308833422862,0.623160382500954,0.72545728434477
"631",1995,"SOME COLLEGE","Family","home","Conventional",0.454417952866593,0.40140642036964,0.507429485363547
"632",1995,"SOME COLLEGE","Family","home","Feminist",0.545582047133407,0.492570514636453,0.59859357963036
"633",1995,"COMPLETED COLLEGE","Public","jobopp","Conventional",0.100599315507627,0.0758255816098976,0.125373049405355
"634",1995,"COMPLETED COLLEGE","Public","jobopp","Feminist",0.899400684492373,0.874626950594644,0.924174418390102
"635",1995,"COMPLETED COLLEGE","Public","lead","Conventional",0.0723458902204287,0.0511385543256539,0.0935532261152034
"636",1995,"COMPLETED COLLEGE","Public","lead","Feminist",0.927654109779571,0.906446773884797,0.948861445674346
"637",1995,"COMPLETED COLLEGE","Family","hdecide","Conventional",0.279671989677788,0.242318417612729,0.317025561742847
"638",1995,"COMPLETED COLLEGE","Family","hdecide","Feminist",0.720328010322212,0.682974438257153,0.757681582387271
"639",1995,"COMPLETED COLLEGE","Family","home","Conventional",0.418236300826016,0.375881673672303,0.46059092797973
"640",1995,"COMPLETED COLLEGE","Family","home","Feminist",0.581763699173984,0.53940907202027,0.624118326327697
"641",1996,"LESS THAN HIGH SCHOOL","Public","jobopp","Conventional",0.159795916230562,0.0908757520521409,0.228716080408984
"642",1996,"LESS THAN HIGH SCHOOL","Public","jobopp","Feminist",0.840204083769438,0.771283919591016,0.909124247947859
"643",1996,"LESS THAN HIGH SCHOOL","Public","lead","Conventional",0.178039917201528,0.0969456863453351,0.259134148057721
"644",1996,"LESS THAN HIGH SCHOOL","Public","lead","Feminist",0.821960082798472,0.740865851942279,0.903054313654665
"645",1996,"LESS THAN HIGH SCHOOL","Family","hdecide","Conventional",0.308141963046565,0.227730015509988,0.388553910583142
"646",1996,"LESS THAN HIGH SCHOOL","Family","hdecide","Feminist",0.691858036953435,0.611446089416858,0.772269984490012
"647",1996,"LESS THAN HIGH SCHOOL","Family","home","Conventional",0.593367247461867,0.499751916322117,0.686982578601617
"648",1996,"LESS THAN HIGH SCHOOL","Family","home","Feminist",0.406632752538133,0.313017421398382,0.500248083677883
"649",1996,"COMPLETED HIGH SCHOOL","Public","jobopp","Conventional",0.150372251797299,0.113123929911355,0.187620573683243
"650",1996,"COMPLETED HIGH SCHOOL","Public","jobopp","Feminist",0.849627748202701,0.812379426316757,0.886876070088645
"651",1996,"COMPLETED HIGH SCHOOL","Public","lead","Conventional",0.0953247134930593,0.0662295185968876,0.124419908389231
"652",1996,"COMPLETED HIGH SCHOOL","Public","lead","Feminist",0.904675286506941,0.875580091610769,0.933770481403112
"653",1996,"COMPLETED HIGH SCHOOL","Family","hdecide","Conventional",0.318701763010615,0.274023034386795,0.363380491634435
"654",1996,"COMPLETED HIGH SCHOOL","Family","hdecide","Feminist",0.681298236989385,0.636619508365565,0.725976965613205
"655",1996,"COMPLETED HIGH SCHOOL","Family","home","Conventional",0.468217244958402,0.418592896431835,0.517841593484969
"656",1996,"COMPLETED HIGH SCHOOL","Family","home","Feminist",0.531782755041598,0.48215840651503,0.581407103568165
"657",1996,"SOME COLLEGE","Public","jobopp","Conventional",0.0974804979684222,0.0639040120423336,0.131056983894511
"658",1996,"SOME COLLEGE","Public","jobopp","Feminist",0.902519502031578,0.868943016105489,0.936095987957666
"659",1996,"SOME COLLEGE","Public","lead","Conventional",0.0756476626355863,0.044254094880221,0.107041230390952
"660",1996,"SOME COLLEGE","Public","lead","Feminist",0.924352337364414,0.892958769609048,0.955745905119779
"661",1996,"SOME COLLEGE","Family","hdecide","Conventional",0.267800599280639,0.217227228878333,0.318373969682946
"662",1996,"SOME COLLEGE","Family","hdecide","Feminist",0.732199400719361,0.681626030317054,0.782772771121667
"663",1996,"SOME COLLEGE","Family","home","Conventional",0.434992189276527,0.373693933044972,0.496290445508082
"664",1996,"SOME COLLEGE","Family","home","Feminist",0.565007810723473,0.503709554491918,0.626306066955028
"665",1996,"COMPLETED COLLEGE","Public","jobopp","Conventional",0.0970157266350132,0.0713776405856618,0.122653812684365
"666",1996,"COMPLETED COLLEGE","Public","jobopp","Feminist",0.902984273364987,0.877346187315635,0.928622359414338
"667",1996,"COMPLETED COLLEGE","Public","lead","Conventional",0.075203193026767,0.0475451185538535,0.10286126749968
"668",1996,"COMPLETED COLLEGE","Public","lead","Feminist",0.924796806973233,0.89713873250032,0.952454881446146
"669",1996,"COMPLETED COLLEGE","Family","hdecide","Conventional",0.300325513116014,0.256525979107363,0.344125047124665
"670",1996,"COMPLETED COLLEGE","Family","hdecide","Feminist",0.699674486883986,0.655874952875335,0.743474020892637
"671",1996,"COMPLETED COLLEGE","Family","home","Conventional",0.364876710057162,0.320105041935185,0.40964837817914
"672",1996,"COMPLETED COLLEGE","Family","home","Feminist",0.635123289942838,0.59035162182086,0.679894958064815
"673",1997,"LESS THAN HIGH SCHOOL","Public","jobopp","Conventional",0.146671485870832,0.0778328771095937,0.215510094632071
"674",1997,"LESS THAN HIGH SCHOOL","Public","jobopp","Feminist",0.853328514129168,0.784489905367929,0.922167122890406
"675",1997,"LESS THAN HIGH SCHOOL","Public","lead","Conventional",0.10018616951614,0.0376996774599953,0.162672661572286
"676",1997,"LESS THAN HIGH SCHOOL","Public","lead","Feminist",0.89981383048386,0.837327338427715,0.962300322540005
"677",1997,"LESS THAN HIGH SCHOOL","Family","hdecide","Conventional",0.341561915455714,0.257495498570677,0.425628332340751
"678",1997,"LESS THAN HIGH SCHOOL","Family","hdecide","Feminist",0.658438084544286,0.574371667659249,0.742504501429323
"679",1997,"LESS THAN HIGH SCHOOL","Family","home","Conventional",0.512442924545824,0.412995075505852,0.611890773585795
"680",1997,"LESS THAN HIGH SCHOOL","Family","home","Feminist",0.487557075454177,0.388109226414205,0.587004924494148
"681",1997,"COMPLETED HIGH SCHOOL","Public","jobopp","Conventional",0.136734836282021,0.100265553093658,0.173204119470383
"682",1997,"COMPLETED HIGH SCHOOL","Public","jobopp","Feminist",0.863265163717979,0.826795880529617,0.899734446906342
"683",1997,"COMPLETED HIGH SCHOOL","Public","lead","Conventional",0.0956085429609815,0.0645601695454185,0.126656916376544
"684",1997,"COMPLETED HIGH SCHOOL","Public","lead","Feminist",0.904391457039019,0.873343083623456,0.935439830454582
"685",1997,"COMPLETED HIGH SCHOOL","Family","hdecide","Conventional",0.329733144707171,0.283769768952406,0.375696520461937
"686",1997,"COMPLETED HIGH SCHOOL","Family","hdecide","Feminist",0.670266855292829,0.624303479538063,0.716230231047594
"687",1997,"COMPLETED HIGH SCHOOL","Family","home","Conventional",0.48937712870913,0.439263492970623,0.539490764447638
"688",1997,"COMPLETED HIGH SCHOOL","Family","home","Feminist",0.51062287129087,0.460509235552362,0.560736507029377
"689",1997,"SOME COLLEGE","Public","jobopp","Conventional",0.112512617472679,0.0724298923326926,0.152595342612665
"690",1997,"SOME COLLEGE","Public","jobopp","Feminist",0.887487382527321,0.847404657387335,0.927570107667307
"691",1997,"SOME COLLEGE","Public","lead","Conventional",0.0960067704142654,0.0575620205519173,0.134451520276614
"692",1997,"SOME COLLEGE","Public","lead","Feminist",0.903993229585735,0.865548479723386,0.942437979448083
"693",1997,"SOME COLLEGE","Family","hdecide","Conventional",0.299633695956986,0.240302003149579,0.358965388764394
"694",1997,"SOME COLLEGE","Family","hdecide","Feminist",0.700366304043014,0.641034611235606,0.759697996850421
"695",1997,"SOME COLLEGE","Family","home","Conventional",0.465126915275711,0.401177512019452,0.52907631853197
"696",1997,"SOME COLLEGE","Family","home","Feminist",0.534873084724289,0.47092368146803,0.598822487980548
"697",1997,"COMPLETED COLLEGE","Public","jobopp","Conventional",0.102330008497579,0.0738826375815512,0.130777379413606
"698",1997,"COMPLETED COLLEGE","Public","jobopp","Feminist",0.897669991502421,0.869222620586394,0.926117362418449
"699",1997,"COMPLETED COLLEGE","Public","lead","Conventional",0.0779745880056672,0.0524571535361211,0.103492022475213
"700",1997,"COMPLETED COLLEGE","Public","lead","Feminist",0.922025411994333,0.896507977524787,0.947542846463879
"701",1997,"COMPLETED COLLEGE","Family","hdecide","Conventional",0.319363258949763,0.276632202643791,0.362094315255736
"702",1997,"COMPLETED COLLEGE","Family","hdecide","Feminist",0.680636741050237,0.637905684744264,0.723367797356209
"703",1997,"COMPLETED COLLEGE","Family","home","Conventional",0.390114739859918,0.345204588123986,0.43502489159585
"704",1997,"COMPLETED COLLEGE","Family","home","Feminist",0.609885260140082,0.56497510840415,0.654795411876014
"705",1998,"LESS THAN HIGH SCHOOL","Public","jobopp","Conventional",0.121239970845186,0.0657747445370766,0.176705197153295
"706",1998,"LESS THAN HIGH SCHOOL","Public","jobopp","Feminist",0.878760029154814,0.823294802846705,0.934225255462923
"707",1998,"LESS THAN HIGH SCHOOL","Public","lead","Conventional",0.139578585602874,0.078231717709859,0.200925453495889
"708",1998,"LESS THAN HIGH SCHOOL","Public","lead","Feminist",0.860421414397126,0.799074546504111,0.921768282290141
"709",1998,"LESS THAN HIGH SCHOOL","Family","hdecide","Conventional",0.263991314075507,0.175656379471023,0.352326248679992
"710",1998,"LESS THAN HIGH SCHOOL","Family","hdecide","Feminist",0.736008685924493,0.647673751320008,0.824343620528977
"711",1998,"LESS THAN HIGH SCHOOL","Family","home","Conventional",0.502722170037963,0.411551022417158,0.593893317658769
"712",1998,"LESS THAN HIGH SCHOOL","Family","home","Feminist",0.497277829962037,0.406106682341231,0.588448977582842
"713",1998,"COMPLETED HIGH SCHOOL","Public","jobopp","Conventional",0.142038956042576,0.105458908429751,0.1786190036554
"714",1998,"COMPLETED HIGH SCHOOL","Public","jobopp","Feminist",0.857961043957424,0.8213809963446,0.894541091570249
"715",1998,"COMPLETED HIGH SCHOOL","Public","lead","Conventional",0.124279447179123,0.0894596772048911,0.159099217153355
"716",1998,"COMPLETED HIGH SCHOOL","Public","lead","Feminist",0.875720552820877,0.840900782846645,0.910540322795109
"717",1998,"COMPLETED HIGH SCHOOL","Family","hdecide","Conventional",0.325880397130468,0.279545280526555,0.37221551373438
"718",1998,"COMPLETED HIGH SCHOOL","Family","hdecide","Feminist",0.674119602869532,0.627784486265619,0.720454719473445
"719",1998,"COMPLETED HIGH SCHOOL","Family","home","Conventional",0.494026698633801,0.445109673100736,0.542943724166865
"720",1998,"COMPLETED HIGH SCHOOL","Family","home","Feminist",0.505973301366199,0.457056275833135,0.554890326899264
"721",1998,"SOME COLLEGE","Public","jobopp","Conventional",0.117990740489813,0.0780866890580287,0.157894791921598
"722",1998,"SOME COLLEGE","Public","jobopp","Feminist",0.882009259510186,0.842105208078402,0.921913310941971
"723",1998,"SOME COLLEGE","Public","lead","Conventional",0.0908673718298034,0.0565010220642848,0.125233721595322
"724",1998,"SOME COLLEGE","Public","lead","Feminist",0.909132628170197,0.874766278404678,0.943498977935715
"725",1998,"SOME COLLEGE","Family","hdecide","Conventional",0.317736506404395,0.259996729664706,0.375476283144084
"726",1998,"SOME COLLEGE","Family","hdecide","Feminist",0.682263493595605,0.624523716855916,0.740003270335294
"727",1998,"SOME COLLEGE","Family","home","Conventional",0.429788812473902,0.369399364490358,0.490178260457447
"728",1998,"SOME COLLEGE","Family","home","Feminist",0.570211187526098,0.509821739542554,0.630600635509642
"729",1998,"COMPLETED COLLEGE","Public","jobopp","Conventional",0.133474557436988,0.100237132116025,0.166711982757951
"730",1998,"COMPLETED COLLEGE","Public","jobopp","Feminist",0.866525442563012,0.833288017242049,0.899762867883975
"731",1998,"COMPLETED COLLEGE","Public","lead","Conventional",0.0886671267146345,0.0622169837917024,0.115117269637567
"732",1998,"COMPLETED COLLEGE","Public","lead","Feminist",0.911332873285365,0.884882730362433,0.937783016208298
"733",1998,"COMPLETED COLLEGE","Family","hdecide","Conventional",0.307291567041715,0.263596380226965,0.350986753856464
"734",1998,"COMPLETED COLLEGE","Family","hdecide","Feminist",0.692708432958285,0.649013246143536,0.736403619773035
"735",1998,"COMPLETED COLLEGE","Family","home","Conventional",0.417712387536969,0.370934120806708,0.464490654267229
"736",1998,"COMPLETED COLLEGE","Family","home","Feminist",0.582287612463031,0.535509345732771,0.629065879193292
"737",1999,"LESS THAN HIGH SCHOOL","Public","jobopp","Conventional",0.0424591980619902,0.00871974401048171,0.0761986521134987
"738",1999,"LESS THAN HIGH SCHOOL","Public","jobopp","Feminist",0.95754080193801,0.923801347886501,0.991280255989518
"739",1999,"LESS THAN HIGH SCHOOL","Public","lead","Conventional",0.132189669631842,0.0586091569232019,0.205770182340482
"740",1999,"LESS THAN HIGH SCHOOL","Public","lead","Feminist",0.867810330368158,0.794229817659518,0.941390843076798
"741",1999,"LESS THAN HIGH SCHOOL","Family","hdecide","Conventional",0.337123228266671,0.243014522053292,0.431231934480049
"742",1999,"LESS THAN HIGH SCHOOL","Family","hdecide","Feminist",0.662876771733329,0.568768065519951,0.756985477946708
"743",1999,"LESS THAN HIGH SCHOOL","Family","home","Conventional",0.457160883050998,0.362392045135676,0.55192972096632
"744",1999,"LESS THAN HIGH SCHOOL","Family","home","Feminist",0.542839116949002,0.44807027903368,0.637607954864324
"745",1999,"COMPLETED HIGH SCHOOL","Public","jobopp","Conventional",0.091638260680503,0.0624526838916776,0.120823837469328
"746",1999,"COMPLETED HIGH SCHOOL","Public","jobopp","Feminist",0.908361739319497,0.879176162530672,0.937547316108322
"747",1999,"COMPLETED HIGH SCHOOL","Public","lead","Conventional",0.0978131707531633,0.0636056431904598,0.132020698315867
"748",1999,"COMPLETED HIGH SCHOOL","Public","lead","Feminist",0.902186829246837,0.867979301684133,0.93639435680954
"749",1999,"COMPLETED HIGH SCHOOL","Family","hdecide","Conventional",0.320067166544658,0.271701097581179,0.368433235508138
"750",1999,"COMPLETED HIGH SCHOOL","Family","hdecide","Feminist",0.679932833455342,0.631566764491862,0.728298902418821
"751",1999,"COMPLETED HIGH SCHOOL","Family","home","Conventional",0.500374668200334,0.445432693164071,0.555316643236597
"752",1999,"COMPLETED HIGH SCHOOL","Family","home","Feminist",0.499625331799666,0.444683356763403,0.554567306835929
"753",1999,"SOME COLLEGE","Public","jobopp","Conventional",0.0880805580624194,0.0513883203691906,0.124772795755648
"754",1999,"SOME COLLEGE","Public","jobopp","Feminist",0.911919441937581,0.875227204244352,0.94861167963081
"755",1999,"SOME COLLEGE","Public","lead","Conventional",0.0870188902980113,0.0498713981921414,0.124166382403881
"756",1999,"SOME COLLEGE","Public","lead","Feminist",0.912981109701989,0.875833617596119,0.950128601807859
"757",1999,"SOME COLLEGE","Family","hdecide","Conventional",0.299105235976044,0.240944837797919,0.357265634154168
"758",1999,"SOME COLLEGE","Family","hdecide","Feminist",0.700894764023956,0.642734365845832,0.759055162202081
"759",1999,"SOME COLLEGE","Family","home","Conventional",0.475475764902432,0.411187683783045,0.53976384602182
"760",1999,"SOME COLLEGE","Family","home","Feminist",0.524524235097568,0.46023615397818,0.588812316216955
"761",1999,"COMPLETED COLLEGE","Public","jobopp","Conventional",0.131823095842288,0.0976044913815556,0.16604170030302
"762",1999,"COMPLETED COLLEGE","Public","jobopp","Feminist",0.868176904157712,0.83395829969698,0.902395508618444
"763",1999,"COMPLETED COLLEGE","Public","lead","Conventional",0.093104433778414,0.0643230250257973,0.121885842531031
"764",1999,"COMPLETED COLLEGE","Public","lead","Feminist",0.906895566221586,0.878114157468969,0.935676974974203
"765",1999,"COMPLETED COLLEGE","Family","hdecide","Conventional",0.280071954587862,0.23906125152053,0.321082657655194
"766",1999,"COMPLETED COLLEGE","Family","hdecide","Feminist",0.719928045412138,0.678917342344806,0.76093874847947
"767",1999,"COMPLETED COLLEGE","Family","home","Conventional",0.472481415529768,0.425018357093381,0.519944473966156
"768",1999,"COMPLETED COLLEGE","Family","home","Feminist",0.527518584470232,0.480055526033844,0.574981642906619
"769",2000,"LESS THAN HIGH SCHOOL","Public","jobopp","Conventional",0.179538079603921,0.0733039088918925,0.28577225031595
"770",2000,"LESS THAN HIGH SCHOOL","Public","jobopp","Feminist",0.820461920396079,0.71422774968405,0.926696091108107
"771",2000,"LESS THAN HIGH SCHOOL","Public","lead","Conventional",0.138973256318713,0.0442317314463973,0.233714781191029
"772",2000,"LESS THAN HIGH SCHOOL","Public","lead","Feminist",0.861026743681287,0.766285218808971,0.955768268553603
"773",2000,"LESS THAN HIGH SCHOOL","Family","hdecide","Conventional",0.358341225779191,0.247289367841074,0.469393083717309
"774",2000,"LESS THAN HIGH SCHOOL","Family","hdecide","Feminist",0.641658774220809,0.530606916282691,0.752710632158926
"775",2000,"LESS THAN HIGH SCHOOL","Family","home","Conventional",0.526519981914705,0.408827075449279,0.644212888380132
"776",2000,"LESS THAN HIGH SCHOOL","Family","home","Feminist",0.473480018085295,0.355787111619868,0.591172924550721
"777",2000,"COMPLETED HIGH SCHOOL","Public","jobopp","Conventional",0.0907341987392849,0.0591338757513958,0.122334521727174
"778",2000,"COMPLETED HIGH SCHOOL","Public","jobopp","Feminist",0.909265801260715,0.877665478272826,0.940866124248604
"779",2000,"COMPLETED HIGH SCHOOL","Public","lead","Conventional",0.0767302829079177,0.0438429305755672,0.109617635240268
"780",2000,"COMPLETED HIGH SCHOOL","Public","lead","Feminist",0.923269717092082,0.890382364759732,0.956157069424433
"781",2000,"COMPLETED HIGH SCHOOL","Family","hdecide","Conventional",0.364536606342008,0.309247303929863,0.419825908754154
"782",2000,"COMPLETED HIGH SCHOOL","Family","hdecide","Feminist",0.635463393657992,0.580174091245846,0.690752696070137
"783",2000,"COMPLETED HIGH SCHOOL","Family","home","Conventional",0.473419212808778,0.414930277680938,0.531908147936617
